Libellé,Trefilage
2006-11-01,0.024975851546854777
2006-12-01,-0.025272630549224573
2007-01-01,-0.03810178643281059
2007-02-01,0.016548875421915632
2007-03-01,-0.03502673587665228
2007-04-01,0.08385926684793166
2007-05-01,-0.12763138807286456
2007-06-01,0.06625918972144884
2007-07-01,-0.027243914268019864
2007-08-01,0.1660171229276477
2007-09-01,-0.2737032361341063
2007-10-01,0.08097774860993479
2007-11-01,-0.05023376779088018
2007-12-01,0.08962060357023827
2008-01-01,-0.028917589255294196
2008-02-01,-0.023584410874316397
2008-03-01,-0.006551806201498422
2008-04-01,0.051896714113943254
2008-05-01,-0.11500022026827494
2008-06-01,0.058378364668309146
2008-07-01,0.012368429951114202
2008-08-01,-0.2226269145646409
2008-09-01,0.1778933268557914
2008-10-01,-0.19117564842812307
2008-11-01,-0.2074088829627918
2008-12-01,-0.09831249688482036
2009-01-01,0.18113229518046658
2009-02-01,0.005867799460514078
2009-03-01,0.08331779594042832
2009-04-01,-0.21441551039631612
2009-05-01,0.19390419605713483
2009-06-01,0.0005840783966446494
2009-07-01,0.15749722271115285
2009-08-01,-0.05491060719200247
2009-09-01,0.19688327544497985
2009-10-01,0.0751039372827611
2009-11-01,0.1758447306493256
2009-12-01,0.09359550194908461
2010-01-01,-0.2668370739501107
2010-02-01,0.15361058807983952
2010-03-01,0.007148033841725798
2010-04-01,0.1375536595591642
2010-05-01,-0.1775758615939802
2010-06-01,0.008658570750930572
2010-07-01,-0.1974020218625805
2010-08-01,0.07537254849054209
2010-09-01,0.00948567412384671
2010-10-01,-0.14365414844941515
2010-11-01,0.22234376633204622
2010-12-01,-0.11286487958199576
2011-01-01,0.09787103112335149
2011-02-01,-0.07940250544308647
2011-03-01,-0.1600255215108799
2011-04-01,-0.0646824303466289
2011-05-01,0.24273590232169084
2011-06-01,-0.14029816623607427
2011-07-01,-0.11045374972617505
2011-08-01,0.13093816430370486
2011-09-01,-0.053724941744433874
2011-10-01,0.07004252811008005
2011-11-01,-0.04178874620168749
2011-12-01,-0.03470928344765589
2012-01-01,0.1742437807025361
2012-02-01,0.0540052798242634
2012-03-01,-0.14976179265531542
2012-04-01,0.17548605424483554
2012-05-01,-0.21386630757062353
2012-06-01,0.042335547612171176
2012-07-01,0.20535452375744256
2012-08-01,-0.09161267284209229
2012-09-01,-0.15487698745969203
2012-10-01,0.2115120285829999
2012-11-01,-0.2186981151146412
2012-12-01,0.0811698183781262
2013-01-01,-0.009729510703727406
2013-02-01,-0.13309275220937167
2013-03-01,0.11741173440011199
2013-04-01,-0.046952760807459804
2013-05-01,4.198983951919644e-05
2013-06-01,0.06838285544115408
2013-07-01,0.046153868720533175
2013-08-01,0.009253801683883456
2013-09-01,0.014141850433496916
2013-10-01,0.014758110145548287
2013-11-01,0.0004858698916683224
2013-12-01,-0.13963209684991096
2014-01-01,0.1417084176389647
2014-02-01,0.09241086827938805
2014-03-01,0.046999031157628046
2014-04-01,-0.37130634365724724
2014-05-01,0.020843362855540448
2014-06-01,0.28195956402481404
2014-07-01,-0.042488862556038676
2014-08-01,-0.0031155427000979508
2014-09-01,0.011027053875592774
2014-10-01,-0.07618534401211008
2014-11-01,0.04435540215923073
2014-12-01,0.13634827159249685
2015-01-01,-0.34212549294325445
2015-02-01,-0.03279582714286722
2015-03-01,0.08701575457805788
2015-04-01,0.27365559099277004
2015-05-01,-0.010863277935505344
2015-06-01,-0.14374906522824737
2015-07-01,-0.04902290441488777
2015-08-01,-0.24234237359490596
2015-09-01,0.164790700209422
2015-10-01,-0.1369247892749179
2015-11-01,0.20059141647919443
2015-12-01,-0.2081962943553073
2016-01-01,0.03617215128346718
2016-02-01,0.058033954166179846
2016-03-01,-0.05943066231714145
2016-04-01,0.10480436934214143
2016-05-01,0.11944666104288615
2016-06-01,-0.18653647524046324
2016-07-01,-0.32975084200640215
2016-08-01,0.30099633500103984
2016-09-01,-0.0355802114322703
2016-10-01,0.06608624274445685
2016-11-01,-0.001088562707360019
2016-12-01,0.16564134035872957
2017-01-01,-0.029134749548041405
2017-02-01,-0.15581084945857349
2017-03-01,0.13256356709864558
2017-04-01,-0.2165445783250135
2017-05-01,0.14777678020036866
2017-06-01,-0.08245613932486506
2017-07-01,0.3159336078627035
2017-08-01,0.03920054922402505
2017-09-01,-0.25412075699869474
2017-10-01,0.10698241886999504
2017-11-01,-0.07580511055904449
2017-12-01,-0.03334541803676139
2018-01-01,0.01576775092212568
2018-02-01,0.013197635252485185
2018-03-01,-0.13986648921722988
2018-04-01,0.1604190039897091
2018-05-01,-0.22707629319126266
2018-06-01,0.08817370202437846
2018-07-01,0.0853061947221212
2018-08-01,-0.03873253423628675
2018-09-01,-0.06040315168819976
2018-10-01,0.07739391513241589
2018-11-01,-0.07940499389908062
2018-12-01,-0.04664174572192259
2019-01-01,0.06880930713357625
2019-02-01,-0.009201327705094187
